City,State,% of killed who carried gun,% of killed who were unarmed,% of killed who were race A,% of killed who were race B,% of killed who were race H,% of killed who were race N,% of killed who were race O,% of killed who had sign of mental illness,% of killed who were male,% of killed who attacked,% of killed whose threat undertermined,% of killed who were fleeing,% of killed whose killer had body camera on,% of killed age 10 and below,% of killed 30 and below,% of killed 50 and below
Alamogordo,NM,0.666666667,0,0,0,0.666666667,0,0,0,1,0.666666667,0,0.333333333,0.333333333,0,0.333333333,1
Alamosa,CO,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0,1
Albany,GA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Albany,NY,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Albert Lea,MN,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Albertville,AL,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
Albuquerque,NM,0.707317073,0.073170732,0,0,0.658536585,0,0,0.170731707,0.951219512,0.682926829,0.048780488,0.463414634,0.170731707,0,0.365853659,0.829268293
Alderwood Manor,WA,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Aldie,VA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Alexander,AR,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Alexandria,LA,1,0,0,1,0,0,0,0,1,0.5,0,0,0,0,0.5,0.5
Alexandria,MN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Alexandria,VA,1,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0.5,0.5
Algoma Township,MI,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Alhambra,CA,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1
Allen,OK,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Allen,TX,0.5,0,0,0.5,0,0,0,0,1,1,0,0.5,0,0,0.5,0.5
Allentown,PA,0.666666667,0,0,0,0,0,0,0.333333333,1,1,0,0.666666667,0,0,0.333333333,1
Alliance,OH,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Aloha,OR,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,1
Alpine,CA,0,0,0,0,0.5,0,0,0.5,1,0,0,0,0.5,0,0,0.5
Alta Sierra,CA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Altadena,CA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Alton,IL,0.5,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0.5,1
Altoona,IA,0.5,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0.5,1
Alvin,TX,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Amarillo,TX,0.8,0.1,0,0,0.5,0,0.1,0.2,1,0.8,0.1,0.3,0,0,0.3,0.8
Amelia Island,FL,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Amite,LA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Amity,OR,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Ammon,ID,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1
Anadarko,OK,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Anaheim,CA,0.272727273,0.090909091,0,0.181818182,0.636363636,0,0,0.454545455,0.818181818,0.363636364,0.090909091,0.272727273,0.727272727,0,0.727272727,1
Anchor Point,AK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Anchorage,AK,0.727272727,0.090909091,0.090909091,0.090909091,0,0.090909091,0,0.272727273,1,0.727272727,0.090909091,0.545454545,0,0,0.363636364,0.909090909
Anderson,CA,1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.5,1
Anderson,SC,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Andrews,SC,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Angel Fire,NM,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ankeny,IA,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Anniston,AL,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
Anoka,MN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Anson County,NC,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Ansonia,CT,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
Antelope,CA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Antigo,WI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Antioch,CA,0.75,0,0,0.5,0,0,0,0.25,1,0,0,0.5,0,0,0.25,1
Antioch,IL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Antioch,TN,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Apache Junction,AZ,0.666666667,0,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0.666666667
Apex,NC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Apopka,FL,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Apple Creek,OH,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
Apple Valley,CA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Appleton,WI,1,0,0,0.666666667,0,0,0,0.666666667,1,0.666666667,0,0,0.666666667,0,0,0.666666667
Arab,AL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Aragonite,UT,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Arcata,CA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Archdale,NC,0.5,0,0,0.5,0.5,0,0,0,1,1,0,0,0,0,0,1
Arcola,IL,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Ardmore,OK,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Ardsley,NY,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Arietta,NY,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Ariton,AL,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Arlington,GA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Arlington,TN,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Arlington,TX,0.454545455,0.181818182,0.090909091,0.545454545,0.090909091,0,0,0.181818182,0.818181818,0.818181818,0,0.363636364,0.090909091,0,0.636363636,0.909090909
Arlington,VA,0,0.5,0,0,0.5,0,0,0,1,1,0,0.5,0,0,0.5,1
Arnold,NE,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Arpin,WI,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Artesia,CA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Artesia,NM,1,0,0,0,0.5,0,0,0,1,0.5,0,0,0,0,0,1
Arundel,ME,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Arvada,CO,0.25,0,0,0,0.5,0,0,0,1,0.25,0,0.25,0,0,0.25,1
Arvonia,VA,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Asbury Park,NJ,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0.5,1
Ashe County,NC,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
Asheboro,NC,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Asheville,NC,1,0,0,0.5,0,0,0,0,1,0.5,0,0.5,0,0,0.5,1
Ashland,CA,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
Ashland,WI,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Ashtabula Township,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ashtabula,OH,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Ashville,AL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Ashville,OH,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Ashwaubenon,WI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Aspers,PA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Assaria,KS,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Atascadero,CA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Athens,GA,0.285714286,0.142857143,0.285714286,0,0,0,0,0.571428571,0.714285714,0.714285714,0.142857143,0.285714286,0.857142857,0,0.142857143,0.857142857
Atkins,AR,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Atlanta,GA,0.52173913,0.130434783,0.043478261,0.913043478,0.043478261,0,0,0.173913043,0.956521739,0.608695652,0.086956522,0.565217391,0.086956522,0,0.52173913,0.913043478
Atlantic City,NJ,0,0,0,1,0,0,0,0,1,0.666666667,0.333333333,0.666666667,0.333333333,0,0.333333333,1
Atmore,AL,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Atwater,CA,0.333333333,0,0,0,0.666666667,0,0,0,1,0.666666667,0,0.333333333,0,0,0.333333333,1
Auburn,CA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Auburn,MA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Auburn,ME,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Auburn,WA,0.166666667,0.333333333,0.166666667,0.166666667,0,0,0.166666667,0.5,1,0.333333333,0.166666667,0.333333333,0,0,0.5,0.833333333
Auburndale,FL,0.666666667,0,0,0,0.666666667,0,0,0.333333333,1,0.666666667,0,0.333333333,0,0,0.333333333,1
Augusta,GA,0.75,0,0,0.5,0,0,0,0.75,1,1,0,0.25,0,0,0.5,1
Augusta,WV,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Aurora,CO,0.733333333,0.066666667,0.066666667,0.333333333,0.133333333,0,0,0,1,0.533333333,0.066666667,0.466666667,0.266666667,0,0.4,0.866666667
Aurora,IL,1,0,0,0.5,0.5,0,0,0,1,1,0,0.5,0,0,0,1
Aurora,MO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Austell,GA,0.5,0,0,0.5,0,0,0,0,1,1,0,0.5,0,0,1,1
Austin,AR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Austin,MN,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Austin,TX,0.678571429,0.071428571,0.035714286,0.142857143,0.285714286,0,0,0.428571429,0.857142857,0.678571429,0.035714286,0.392857143,0.142857143,0,0.571428571,0.928571429
Avella,PA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Avenal,CA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
Avon Park,FL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Avon,CO,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Avon,IN,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Avondale,AZ,0.666666667,0,0,0,0.333333333,0,0,0.333333333,1,0.666666667,0,0,0,0,0.333333333,1
Avondale,LA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Azle,TX,0.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0.5,1
Aztec,NM,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
Azusa,CA,0.75,0.25,0,0,0.75,0,0,0.25,1,0.75,0,0,0,0,0.25,1
Backus,MN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bacliff,TX,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bagley Township,MI,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bailey,CO,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bailey,NC,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
Bainbridge Island,WA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bainbridge,GA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Bakersfield,CA,0.423076923,0.153846154,0,0.076923077,0.653846154,0,0,0.038461538,0.961538462,0.538461538,0.115384615,0.5,0.115384615,0,0.5,0.884615385
Balch Springs,TX,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
Baldwin County,AL,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Baldwin Hills,CA,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
Baltimore,MD,0.761904762,0.047619048,0,0.952380952,0,0,0,0.095238095,1,0.714285714,0,0.238095238,0.428571429,0,0.476190476,1
Bandon,OR,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Bangor,ME,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Banning,CA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Barberton,OH,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Barberville,FL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Barbourville,KY,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Bardstown,KY,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Barnwell,AL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Barona Indian Reservation,CA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Barrow County,GA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Barrow,AK,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Barstow,CA,0.333333333,0.333333333,0,0.333333333,0,0,0,0.333333333,1,1,0,0.333333333,0,0,0.5,1
Bartlesville,OK,0,1,0,0,0,0.5,0,0.5,1,0.5,0.5,0,0,0,0,1
Bartlett,TN,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
Barton County,MO,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Barton,MS,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bascom,FL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Bass River,NJ,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1
Bassett,CA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Bassett,VA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Bastrop,LA,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
Batesville,AR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Batesville,IN,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bath,NH,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
Baton Rouge,LA,0.583333333,0.166666667,0,1,0,0,0,0.333333333,1,0.75,0.166666667,0.25,0.333333333,0,0.25,1
Battle Creek,MI,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0.5,0,0,0.5,1
Baxter,KY,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Bay City,MI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Bay City,TX,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Bay Minette,AL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Baytown,TX,0.5,0,0,0.5,0.25,0,0,0.25,0.75,0.75,0,0.25,0,0,0.25,1
Beach Park,IL,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Beacon,NY,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Beaumont,CA,0.333333333,0,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0.333333333
Beaumont,TX,0.4,0,0,0.2,0,0,0,0.4,1,0.8,0,0,0,0,0.4,1
Beaver Dam,WI,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Beaver,WA,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Beaverton,MI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Beaverton,OR,0.666666667,0,0,0,0,0,0,0.333333333,1,0.333333333,0,0,0,0,0,1
Beckley,WV,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Beckville,TX,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
Bedford,TX,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
Beech Grove,IN,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bel Air,MD,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Belcourt,ND,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Belgrade,ME,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Bell County,KY,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Bell Gardens,CA,0,0.5,0,0,1,0,0,0.5,1,0.5,0.5,0,0,0,0.5,1
Bell,CA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Belle Glade,FL,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Belleville,IL,1,0,0,0.5,0,0,0,0.5,1,1,0,0.5,0,0,0,0.5
Belleville,MI,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Bellflower,CA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
Bellingham,WA,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
Bellville,TX,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Belmont,NH,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Beloit,WI,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
Belton,MO,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0.5,0,0,0.5,1
Belton,SC,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bemidji,MN,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Bend,OR,0,0,0,0,0,0,0,0.333333333,1,0,0,0,0,0,0,1
Benton City,WA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Benton Harbor,MI,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
Benton Township,MI,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Benton,AR,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0.5,0,0,0.5,1
Benton,IL,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
Bentonville,AR,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,0,0,0.5,1
Berea,KY,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Bernalillo,NM,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5
Berne,NY,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bernice,LA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Bethany,OK,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bethel Springs,TN,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
Bettendorf,IA,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,1
Beverly Hills,FL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Beverly,MA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Beverly,OH,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Bexar County,TX,0.666666667,0.333333333,0,0,0.333333333,0,0,0.666666667,0.666666667,0.666666667,0,0.333333333,0,0,0.333333333,0.666666667
Bibb County,GA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Big Bear,MO,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Big Lake,AK,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Big Springs,NE,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Big Sur,CA,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
Bigfork,MT,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Billings,MT,0.727272727,0,0,0,0,0.272727273,0,0.181818182,1,0.818181818,0,0.272727273,0.181818182,0,0.636363636,1
Biloxi,MS,0,0,0,0,0,0,0,0,1,0.333333333,0,0.333333333,0,0,0,0.666666667
Birmingham,AL,0.888888889,0,0,0.444444444,0,0,0,0.111111111,1,0.888888889,0,0.555555556,0,0,0.333333333,0.777777778
Bisbee,AZ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Bismarck,MO,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bismarck,ND,0.5,0.5,0,0,0,0,0,0.5,1,0.5,0,0.5,0,0,0.5,1
Bixby,OK,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Black Diamond,WA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Black River Falls,WI,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
Blackfoot,ID,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
Blackman Township,MI,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Blacksburg,SC,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Blackwell,OK,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Blair,NE,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bloomfield Township,MI,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Bloomfield,NJ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bloomingdale,IL,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Bloomingdale,NJ,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Bloomington,MN,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Bloomsburg,PA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Blountville,TN,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Blue Springs,MO,0.5,0,0,0.5,0,0,0,0.5,1,0.5,0,0,0,0,1,1
Blue Summit,MO,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Bluefield,WV,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Bluff City,TN,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Blytheville,AR,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1
Boerne,TX,0.666666667,0.333333333,0,0.333333333,0.333333333,0,0,0,1,1,0,0.333333333,0,0,0.333333333,1
Bogalusa,LA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Boiling Springs,SC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Boise,ID,0.75,0,0,0,0.25,0,0,0.25,0.875,0.875,0,0.375,0.375,0,0.25,0.875
Bolton,CT,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Bolton,VT,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Bon Aqua,TN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Bonaire,GA,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Bonnyman,KY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Boone,IA,0,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0.5,1
Booneville,KY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Boonville,IN,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Boring,OR,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Bossier City,LA,0,0,0,0.25,0,0,0,0.25,0.75,0.25,0,0,0.25,0,0.25,1
Boston,MA,0.75,0,0,0.625,0.125,0,0.125,0.375,1,0.75,0,0.5,0.125,0,0.25,0.875
Boswell,OK,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Bothell,WA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
Boulder City,NV,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Boulder Creek,CA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Boulder,CO,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,0.25,0,0.75,1
Bountiful,UT,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Bowling Green,KY,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
Box Elder,SD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Boyle Heights,CA,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
Boynton Beach,FL,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Boyton Beach,FL,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Bozeman,MT,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bracketville,TX,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Bradenton,FL,0.4,0.2,0,0.4,0,0,0,0.4,1,0.6,0,0.4,0,0,0.2,0.8
Bradley County,TN,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Braham,MN,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Braintree,MA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Brandon,CO,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Brandywine,WV,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Brawley,CA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Braxton County,WV,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Braxton,MS,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
